ID	Chro_1	Chro_2	Chro_3	Chro_4	Chro_5	Chro_6	Chro_7	Chro_8	Chro_9	Chro_10	Chro_11	Chro_12	Chro_13	Chro_14
34043109002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043109002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043110001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043110001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043110001	0	0	0	0	1	0	0	0	0	0	0	0	0	1
34043110001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043110002	0	0	0	0	1	0	0	0	1	1	0	0	1	0
34043110002	0	0	0	0	1	0	0	0	1	1	0	0	1	0
34043110002	0	0	0	0	1	0	0	0	1	1	0	0	1	0
34043110002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043111001	0	0	0	0	0	0	0	1	0	0	0	0	0	0
34043111001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043111001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043111001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043111002	0	0	0	1	0	0	0	0	0	1	0	0	0	0
34043111002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043111002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043111002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043112001	1	0	0	0	0	0	1	0	0	1	0	0	1	0
34043112001	1	0	1	0	1	0	1	0	1	1	0	0	0	0
34043112001	1	0	1	0	1	0	1	0	1	1	0	0	1	0
34043112001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043112002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043112002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043112002	0	0	0	0	0	0	0	0	0	1	0	0	1	0
34043112002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043113001	0	0	0	0	0	0	0	0	0	1	0	0	1	0
34043113001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043113001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043113001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043114001	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34043114001	1	0	0	0	0	0	1	0	0	0	0	0	0	0
34043114001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043114002	1	1	0	0	1	0	0	0	0	0	0	0	0	0
34043114002	1	0	0	0	1	1	0	0	0	0	0	0	0	0
34043114002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043115001	0	0	0	0	0	1	0	0	0	1	0	0	1	0
34043115001	0	0	0	0	0	1	0	0	0	1	0	0	1	0
34043115001	0	0	0	0	0	1	0	0	0	1	0	0	1	0
34043115001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043115002	0	0	0	0	0	0	0	0	1	1	0	0	1	0
34043115002	0	0	0	0	0	0	0	0	1	1	0	0	1	0
34043115002	1	0	0	0	0	0	0	0	1	1	0	0	1	0
34043115002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043116001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043116001	0	0	1	0	0	0	0	0	0	0	0	0	1	0
34043116001	0	1	1	0	0	0	0	0	0	0	0	0	1	0
34043116001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043116002	0	0	0	0	0	1	0	0	0	0	0	0	0	0
34043116002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043116002	0	0	0	0	0	1	0	0	0	0	0	0	0	0
34043116002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043117001	1	1	0	0	0	0	1	0	0	0	0	0	1	0
34043117001	1	1	0	1	0	0	1	0	0	0	0	0	1	0
34043117001	1	1	0	1	1	0	1	0	0	0	0	0	1	0
34043117001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043117002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043117002	0	0	1	1	0	0	0	1	0	0	0	0	0	0
34043117002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043118001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043118001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043118001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043118001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043118002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043118002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043118002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043118002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043119001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043119001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043119002	0	0	0	0	0	0	0	0	0	1	0	0	1	0
34043119002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043119002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043120001	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34043120001	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34043120001	1	0	0	0	0	0	0	0	0	0	0	0	0	0
34043120001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043120002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043120002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043120002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043120002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043121001	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043121001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043121002	0	0	0	0	0	0	0	0	0	0	0	0	1	0
34043121002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043122001	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043122001	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043122001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043123001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043123001	0	0	0	0	0	0	1	0	0	0	0	0	0	0
34043123001	0	0	0	0	0	0	1	0	0	1	0	0	0	0
34043123001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043123002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043123002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043123002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043124001	1	1	0	0	0	0	0	1	0	0	0	1	0	1
34043124001	1	0	0	0	0	0	0	0	0	0	0	0	1	0
34043124001	1	1	0	0	0	1	1	1	0	1	0	0	1	0
34043124001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043124002	1	0	0	0	0	0	0	0	1	0	0	0	1	0
34043124002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043125001	0	0	0	0	1	0	0	0	0	0	0	0	0	0
34043125001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043125002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043125002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043126001	0	1	0	0	0	0	0	0	0	0	0	0	0	0
34043126001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34043126001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043126002	0	0	0	0	0	0	0	0	0	1	0	0	0	0
34043126002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34043127001	0	0	0	0	0	0	0	0	1	1	0	0	1	0
34043127001	0	0	0	0	0	0	0	0	1	1	0	0	1	0
