ID	Internet_Use	Freq
10104205001	0	0
10104205002	0	0
10104205002	0	0
10104205002	0	0
10104205002	0	0
10104206001	0	0
10104206001	0	0
10104206001	0	0
10104206001	0	0
10104206002	0	0
10104206002	0	0
10104206002	0	0
10104206002	0	0
10104207001	0	0
10104207001	0	0
10104207002	0	0
10104207002	0	0
10104207002	0	0
10104207002	0	0
10104208001	0	0
10104208001	0	0
10104208001	0	0
10104209001	0	0
10104209001	0	0
10104210001	0	0
10104210001	0	0
10104210001	0	0
10104210001	0	0
10104211001	0	0
10104211002	0	0
10104212001	0	0
10104212001	0	0
10104212001	0	0
10104212001	0	0
10104213001	0	0
10104214001	NA	NA
10104214002	0	0
10104215001	0	0
10104215002	0	0
10104216001	0	0
10104217001	0	0
10104217001	0	0
10104217001	0	0
10104217002	0	0
10104217002	0	0
10104217002	0	0
10104218001	0	0
10104218002	0	0
10104218002	0	0
10104218002	0	0
10104219001	0	0
10104219001	0	0
10104220001	0	0
10104220001	0	0
10104220001	0	0
10104220001	0	0
10104221001	0	0
10104221001	0	0
10104221001	0	0
10104221002	0	0
10104221002	0	0
10104221002	0	0
10104221002	0	0
10104222001	0	0
10104222001	0	0
10104222001	0	0
10104222001	0	0
10104222002	0	0
10104222002	0	0
10104222002	0	0
10104222002	0	0
10104223001	0	0
10104223001	0	0
10104223001	0	0
10104223001	1	3
10104223002	0	0
10104223002	0	0
10104223002	0	0
10104224001	0	0
10104224001	0	0
10104224002	0	0
10104225001	0	0
10104225001	0	0
10104225001	0	0
10104225002	0	0
10104225002	0	0
10104225002	0	0
10104226001	0	0
10104226001	0	0
10104226001	0	0
10104226001	0	0
10104226002	0	0
10104226002	0	0
10104226002	0	0
10104226002	0	0
10104227001	0	0
10104227001	0	0
10104227001	0	0
10104227001	0	0
10104227003	0	0
10104227003	0	0
10104228001	0	0
10104228001	0	0
10104228002	0	0
10104228002	0	0
10104228002	0	0
10104229001	0	0
10104229001	0	0
10104229002	0	0
10104229002	0	0
10104230001	0	0
10104230001	0	0
10104230001	0	0
10104231001	0	0
10104231001	0	0
10104231001	0	0
10104231001	0	0
10104231002	0	0
10104231002	0	0
10104231002	0	0
10104231002	0	0
10104232001	0	0
10104232001	0	0
10104232001	0	0
10104233001	0	0
10104233001	0	0
10104233001	0	0
10104233001	0	0
10104233002	0	0
10104233002	0	0
10104233002	0	0
10104233002	0	0
10104234001	0	0
10104234001	0	0
10104234001	0	0
10104234002	0	0
10104234002	0	0
10104234002	0	0
10104234002	0	0
10104235001	0	0
10104235001	1	3
10104301001	0	0
10104301001	0	0
10104301001	0	0
10104301001	0	0
10104301002	0	0
10104301002	0	0
10104301002	0	0
10104301002	0	0
10104302001	0	0
10104302001	0	0
10104302001	0	0
10104302001	0	0
10104302002	0	0
10104302002	0	0
10104302002	0	0
10104303001	0	0
10104303001	0	0
10104303001	0	0
10104303001	0	0
10104303002	0	0
10104303002	0	0
10104303002	0	0
10104303002	0	0
10104304001	0	0
10104304001	0	0
10104304001	0	0
10104304001	0	0
10104305001	0	0
10104305001	0	0
10104305001	0	0
10104305001	0	0
10104306001	0	0
10104306001	0	0
10104306001	0	0
10104306001	0	0
10104306002	0	0
10104306002	0	0
10104306002	0	0
10104306002	0	0
10104307001	0	0
10104307001	0	0
10104307001	0	0
10104307001	0	0
10104307002	0	0
10104307002	0	0
10104307002	0	0
10104307002	0	0
10104308001	0	0
10104308001	0	0
10104308001	0	0
10104308001	0	0
10104309001	0	0
10104309001	0	0
10104309001	0	0
10104309001	0	0
10104309002	0	0
10104309002	0	0
10104309002	0	0
10104309002	0	0
10104310001	0	0
10104310001	0	0
10104310001	0	0
10104310001	0	0
10104310002	0	0
10104311001	0	0
10104311001	0	0
10104311001	0	0
10104311001	0	0
10104311002	0	0
10104311002	0	0
10104311002	0	0
10104311002	0	0
10104312001	0	0
10104312001	0	0
10104312001	0	0
10104312001	0	0
10104312002	0	0
10104312002	0	0
10104312002	0	0
10104313001	0	0
10104313001	0	0
10104313001	0	0
10104313001	0	0
10104313002	0	0
10104313002	0	0
10104313002	0	0
10104313002	0	0
10104314001	0	0
10104314001	0	0
10104314002	0	0
10104314002	0	0
10104314002	0	0
10104314002	0	0
10104315001	0	0
10104315001	0	0
10104315001	0	0
10104315001	0	0
10104315002	0	0
10104315002	0	0
10104316001	0	0
10104316001	0	0
10104316001	0	0
10104316002	0	0
10104316002	0	0
10104316002	0	0
10104316002	0	0
10104317001	0	0
10104317001	0	0
10104317001	0	0
10104317001	0	0
10104317002	0	0
10104317002	0	0
10104317002	0	0
10104317002	0	0
10104318001	0	0
10104318001	0	0
10104318001	0	0
10104318001	0	0
10104318002	0	0
10104318002	0	0
10104318002	0	0
10104318002	0	0
10104319001	0	0
10104319001	0	0
10104319001	0	0
10104319002	0	0
10104319002	0	0
10104319002	0	0
10104320001	0	0
10104320001	0	0
10104320001	0	0
10104320001	0	0
10104320002	0	0
10104320002	0	0
10104320002	0	0
10104320002	0	0
10104321001	0	0
10104321001	0	0
10104321001	0	0
10104321001	0	0
10104321002	0	0
10104321002	0	0
10104321002	0	0
10104322001	0	0
10104322001	0	0
10104322001	0	0
10104322001	0	0
10104322002	0	0
10104322002	0	0
10104322002	0	0
10104322002	0	0
10104323001	0	0
10104323001	0	0
10104323002	0	0
10104324001	0	0
10104324001	0	0
10104324001	0	0
10104324001	0	0
10104324002	0	0
10104324002	0	0
10104324002	0	0
10104324002	0	0
10104325001	0	0
10104325001	0	0
10104325001	0	0
10104325001	0	0
10104326001	0	0
10104326001	0	0
10104326001	0	0
10104326001	0	0
10104327001	0	0
10104327001	0	0
10104327002	0	0
10104327002	0	0
10104327002	0	0
10104327002	0	0
10104328001	0	0
10104328001	0	0
10104328001	0	0
10104328001	0	0
10104328002	0	0
10104328002	0	0
10104329001	0	0
10104329001	0	0
10104329001	0	0
10104329001	0	0
10104329002	0	0
10104329002	0	0
10104329002	0	0
10104329002	0	0
10104330001	0	0
10104330001	0	0
10104330001	0	0
10104331001	0	0
10104331001	0	0
10104331001	0	0
10104331001	0	0
10104331002	0	0
10104331002	0	0
10104331002	0	0
10104331002	0	0
10104332001	0	0
10104332001	0	0
10104332001	0	0
10104332001	0	0
10104332002	0	0
10104332002	0	0
10104332002	0	0
10104332002	0	0
10104333001	0	0
10104333001	0	0
10104333001	0	0
10104333002	0	0
10104333002	0	0
10104333002	0	0
10104334001	0	0
10104334001	0	0
10104334002	0	0
10104334002	0	0
10104334002	0	0
10206101001	0	0
10206101001	0	0
10206101001	0	0
10206101001	0	0
10206101002	0	0
10206101002	0	0
10206101002	0	0
10206101002	0	0
10206102001	0	0
10206102001	0	0
10206102001	0	0
10206102001	0	0
10206102002	0	0
10206102002	0	0
10206102002	0	0
10206102002	0	0
10206103001	0	0
10206103001	0	0
10206103001	0	0
10206103001	0	0
10206103002	0	0
10206103002	0	0
10206103002	0	0
10206103002	0	0
10206104001	0	0
10206104001	0	0
10206104001	0	0
10206104001	0	0
10206104002	0	0
10206104002	0	0
10206104002	0	0
10206104002	0	0
10206105001	0	0
10206105001	0	0
10206105001	0	0
10206105001	0	0
10206105002	0	0
10206105002	0	0
10206105002	0	0
10206105002	0	0
10206106001	0	0
10206106001	0	0
10206106001	0	0
10206106001	0	0
10206106002	0	0
10206107001	0	0
10206107001	0	0
10206107001	0	0
10206107002	0	0
10206107002	0	0
10206107002	0	0
10206107002	0	0
10206108001	0	0
10206108001	0	0
10206108001	0	0
10206108001	0	0
10206108002	0	0
10206108002	0	0
10206109001	0	0
10206109001	0	0
10206109001	0	0
10206109001	0	0
10206109002	0	0
10206109002	0	0
10206109002	0	0
10206109002	0	0
10206110001	0	0
10206111001	0	0
10206111001	0	0
10206111001	0	0
10206111001	0	0
10206111002	0	0
10206111002	0	0
10206111002	0	0
10206111002	0	0
10206112001	0	0
10206112001	0	0
10206112001	0	0
10206112002	0	0
10206113001	0	0
10206113001	0	0
10206113001	0	0
10206113001	0	0
10206113002	0	0
10206113002	0	0
10206113002	0	0
10206113002	0	0
10206114001	0	0
10206114001	0	0
10206114001	0	0
10206114001	0	0
10206115001	0	0
10206115001	0	0
10206115001	0	0
10206116001	0	0
10206116001	0	0
10206116001	0	0
10206116001	0	0
10206116002	0	0
10206116002	0	0
10206116002	0	0
10206116002	0	0
10206117001	0	0
10206117002	0	0
10206117002	0	0
10206117101	0	0
10206117101	0	0
10206117101	0	0
10206118001	0	0
10206118001	0	0
10206118001	0	0
10206118001	0	0
10206118002	0	0
10206118002	0	0
10206118002	0	0
10206118002	0	0
10206119001	0	0
10206119001	0	0
10206119001	0	0
10206119001	0	0
10206119002	0	0
10206119002	0	0
10206119002	0	0
10206119002	0	0
10206120001	0	0
10206120001	0	0
10206120001	0	0
10206120001	0	0
10206120002	0	0
10206120002	0	0
10206120002	0	0
10206120002	0	0
10206121001	0	0
10206121001	0	0
10206121001	0	0
10206121001	0	0
10206121002	0	0
10206121002	0	0
10206121002	0	0
10206121002	0	0
10206122001	0	0
10206122002	0	0
10206122002	0	0
10206122002	0	0
10206122002	0	0
10206123001	0	0
10206123001	0	0
10206123001	0	0
10206123001	0	0
10206123002	0	0
10206123002	0	0
10206123002	0	0
10206123002	0	0
10206124001	0	0
10206124001	0	0
10206124001	0	0
10206124001	0	0
10206124002	0	0
10206124002	0	0
10206124002	0	0
10206124002	0	0
10206125001	0	0
10206125001	0	0
10206126001	0	0
10206126001	0	0
10206126001	0	0
10206126001	0	0
10206126002	0	0
10206126002	0	0
10206126002	0	0
10206126002	0	0
10206127001	0	0
10206127001	0	0
10206127002	0	0
10206127002	0	0
10206127002	0	0
10206127002	0	0
10206128001	0	0
10206128001	0	0
10206128001	0	0
10206128001	0	0
10206128002	0	0
10206128002	0	0
10206128002	0	0
10206128002	0	0
10206129001	0	0
10206129001	0	0
10206129001	0	0
10206129001	0	0
10206129002	0	0
10206129002	0	0
10206129002	0	0
10206129002	0	0
10206130001	0	0
10206130001	0	0
10206130001	0	0
10206130001	0	0
10206131001	0	0
10206131001	0	0
10206131001	0	0
10206131002	0	0
10206131002	0	0
10206131002	1	2
10206132001	0	0
10206132001	0	0
10206132001	0	0
10206132002	0	0
10206132002	0	0
10206132002	0	0
10206133001	0	0
10206133001	0	0
10206133001	0	0
10206133002	0	0
10206133002	0	0
10206133002	0	0
10206134001	0	0
10206134001	0	0
10206134002	0	0
10206134002	0	0
10206135001	0	0
10206135001	0	0
10206135001	0	0
10206135002	0	0
10206135002	0	0
10206135002	0	0
10206201001	0	0
10206201002	NA	NA
10206202001	0	0
10206202001	0	0
10206202001	0	0
10206202001	0	0
10206203001	0	0
10206203001	0	0
10206203001	0	0
10206203001	0	0
10206204001	0	0
10206204001	0	0
10206204001	0	0
10206204001	0	0
10206205001	0	0
10206205001	0	0
10206205001	0	0
10206205001	0	0
10206205002	0	0
10206205002	0	0
10206205002	0	0
10206205002	0	0
10206206002	0	0
10206206002	0	0
10206206002	0	0
10206206002	0	0
10206206003	0	0
10206206003	0	0
10206206003	0	0
10206206003	0	0
10206207001	0	0
10206207001	0	0
10206207001	0	0
10206207001	0	0
10206208001	0	0
10206208001	0	0
10206208001	0	0
10206208001	0	0
10206209001	0	0
10206210001	0	0
10206210001	0	0
10206210001	0	0
10206210001	0	0
10206211001	0	0
10206211001	0	0
10206211001	0	0
10206211001	0	0
10206211002	0	0
10206211002	0	0
10206211002	0	0
10206211002	0	0
10206212001	0	0
10206212001	0	0
10206212001	0	0
10206212001	0	0
10206212002	0	0
10206212002	0	0
10206212002	0	0
10206212002	0	0
10206213002	0	0
10206213002	0	0
10206213002	0	0
10206213002	0	0
10206213003	0	0
10206213003	0	0
10206213003	0	0
10206213003	0	0
10206214001	0	0
10206214001	0	0
10206214001	0	0
10206214001	0	0
10206214002	0	0
10206214002	0	0
10206214002	0	0
10206214002	0	0
10206215001	0	0
10206215001	0	0
10206215001	0	0
10206215001	1	3
10206215002	0	0
10206215002	0	0
10206215002	0	0
10206215002	0	0
10206216001	0	0
10206216001	0	0
10206216001	0	0
10206216001	0	0
10206216002	0	0
10206216002	0	0
10206216002	0	0
10206216002	0	0
10206217001	0	0
10206217001	0	0
10206217001	0	0
10206217001	0	0
10206217002	0	0
10206217002	0	0
10206217002	0	0
10206217002	0	0
10206218001	0	0
10206218001	0	0
10206218001	0	0
10206218001	0	0
10206218002	0	0
10206218002	0	0
10206218002	0	0
10206218002	0	0
10206219001	0	0
10206219001	0	0
10206219001	0	0
10206219001	0	0
10206219002	0	0
10206219002	0	0
10206219002	0	0
10206219002	0	0
10206220001	0	0
10206220001	0	0
10206220001	0	0
10206220001	0	0
10206220002	0	0
10206220002	0	0
10206220002	0	0
10206220002	0	0
10206221001	0	0
10206221001	0	0
10206221001	0	0
10206221001	0	0
10206221002	0	0
10206221002	0	0
10206221002	0	0
10206221002	0	0
10206222001	0	0
10206222001	0	0
10206222001	0	0
10206222001	0	0
10206222002	0	0
10206223001	0	0
10206223001	0	0
10206223001	0	0
10206223001	0	0
10206223002	0	0
10206223002	0	0
10206223002	0	0
10206223002	0	0
10206224001	0	0
10206224001	0	0
10206224001	0	0
10206224001	0	0
10206224002	0	0
10206224002	0	0
10206224002	0	0
10206224002	0	0
10206225001	0	0
10206225001	0	0
10206225001	0	0
10206225001	0	0
10206226001	0	0
10206226001	0	0
10206226001	0	0
10206226001	0	0
10206226002	0	0
10206226002	0	0
10206226002	0	0
10206226002	0	0
10206227001	0	0
10206227001	0	0
10206227001	0	0
10206227001	0	0
10206227002	0	0
10206227002	0	0
10206227002	0	0
10206228001	0	0
10206228001	0	0
10206228001	0	0
10206228001	0	0
10206228002	0	0
10206228002	0	0
10206228002	0	0
10206228002	0	0
10206229001	0	0
10206229001	0	0
10206229001	0	0
10206229001	0	0
10206229002	0	0
10206229002	0	0
10206229002	0	0
10206229002	0	0
10206230001	0	0
10206230001	0	0
10206230001	0	0
10206230002	0	0
10206230002	0	0
10206230002	0	0
10206231001	0	0
10206231001	0	0
10206231001	0	0
10206232001	0	0
10206232001	0	0
10206232001	0	0
10206301001	0	0
10206301001	0	0
10206301001	0	0
10206301001	0	0
10206301002	0	0
10206301002	0	0
10206301002	0	0
10206301002	0	0
10206302001	0	0
10206302001	0	0
10206302001	0	0
10206302001	0	0
10206302002	0	0
10206302002	0	0
10206302002	0	0
10206302002	0	0
10206303001	0	0
10206303001	0	0
10206303001	0	0
10206303001	0	0
10206303002	0	0
10206303002	0	0
10206303002	0	0
10206303002	0	0
10206304001	0	0
10206304001	0	0
10206304001	0	0
10206304001	0	0
10206304002	0	0
10206304002	0	0
10206304002	0	0
10206304002	0	0
10206305001	0	0
10206305001	0	0
10206305001	0	0
10206305001	0	0
10206305002	0	0
10206305002	0	0
10206305002	0	0
10206305002	0	0
10206306001	0	0
10206306001	0	0
10206306001	0	0
10206306001	0	0
10206306002	0	0
10206306002	0	0
10206306002	0	0
10206306002	0	0
10206307001	0	0
10206307001	0	0
10206307001	0	0
10206307001	0	0
10206307002	0	0
10206307002	0	0
10206307002	0	0
10206307002	0	0
10206308001	0	0
10206308001	0	0
10206308001	0	0
10206308001	0	0
10206308002	0	0
10206308002	0	0
10206308002	0	0
10206308002	0	0
10206309001	0	0
10206309001	0	0
10206309001	0	0
10206309001	0	0
10206310001	0	0
10206310001	0	0
10206310001	0	0
10206310001	0	0
10206311001	0	0
10206311001	0	0
10206311001	0	0
10206311001	0	0
10206311002	0	0
10206311002	0	0
10206311002	0	0
10206311002	0	0
10206312001	0	0
10206312001	0	0
10206312001	0	0
10206312001	0	0
10206312002	0	0
10206312002	0	0
10206313001	0	0
10206313001	0	0
10206313001	0	0
10206313001	0	0
10206313002	0	0
10206313002	0	0
10206313002	0	0
10206313002	0	0
10206314001	0	0
10206314001	0	0
10206314001	0	0
10206314001	0	0
10206315001	0	0
10206315001	0	0
10206315001	0	0
10206315001	0	0
10206315002	0	0
10206315002	0	0
10206315002	0	0
10206315002	0	0
10206316001	0	0
10206316001	0	0
10206316001	0	0
10206316001	0	0
10206317001	0	0
10206317001	0	0
10206317001	0	0
10206318001	0	0
10206318001	0	0
10206318001	0	0
10206318001	0	0
10206318002	0	0
10206318002	0	0
10206318002	0	0
10206318002	0	0
10206319001	0	0
10206319001	0	0
10206319001	0	0
10206319001	0	0
10206319002	0	0
10206319002	0	0
10206319002	0	0
10206319002	0	0
10206320001	0	0
10206320001	0	0
10206320001	0	0
10206320001	0	0
10206321001	0	0
10206321001	0	0
10206321001	0	0
10206321001	0	0
10206321002	0	0
10206321002	0	0
10206321002	0	0
10206321002	0	0
10206322001	0	0
10206322001	0	0
10206322001	0	0
10206322002	0	0
10206322002	0	0
10206322002	0	0
10206322002	0	0
10206323001	0	0
10206323001	0	0
10206323002	0	0
10206323002	0	0
10206323002	0	0
10206323002	0	0
10206324001	0	0
10206324001	0	0
10206324001	0	0
10206324001	0	0
10206324002	0	0
10206324002	0	0
10206324002	0	0
10206324002	0	0
10206325001	0	0
10206325001	0	0
10206325001	0	0
10206325001	0	0
10206325002	0	0
10206325002	0	0
10206325002	0	0
10206325002	0	0
10206326001	0	0
10206326001	0	0
10206326001	0	0
10206326001	0	0
10206326002	0	0
10206326002	0	0
10206326002	0	0
10206326002	0	0
10206327001	0	0
10206327001	0	0
10206327001	0	0
10206327001	0	0
10206327002	0	0
10206327002	0	0
10206327002	0	0
10206328001	0	0
10206328001	0	0
10206328001	0	0
10206328001	0	0
10206328002	0	0
10206328002	0	0
10206328002	0	0
10206328002	0	0
10206329001	0	0
10206329001	0	0
10206329001	0	0
10206329001	0	0
10206329002	0	0
10206329002	0	0
10206329002	0	0
10206329002	0	0
10206330001	0	0
10206330001	0	0
10206330001	0	0
10206330001	0	0
10206330002	0	0
10206330002	0	0
10206330002	0	0
10206330002	0	0
10206331001	0	0
10206331001	0	0
10206331001	0	0
10206331001	0	0
10206331002	0	0
10206331002	0	0
10206331002	0	0
10206331002	0	0
10206332001	0	0
10206332001	0	0
10206332001	0	0
10206332001	0	0
10206332002	0	0
10206332002	0	0
10206332002	0	0
10206332002	0	0
10206333001	0	0
10206333001	0	0
10206333001	0	0
10206333002	0	0
10206333002	0	0
10206333002	0	0
10206334001	0	0
10206334001	0	0
10206334001	0	0
10206334002	0	0
10206334002	0	0
10206334002	0	0
10206335001	0	0
10206335001	0	0
10206335002	0	0
10206335002	0	0
10206335002	1	3
10233101001	0	0
10233101001	0	0
10233101001	0	0
10233101001	0	0
10233101002	0	0
10233101002	0	0
10233101002	0	0
10233101002	0	0
10233102001	0	0
10233102001	0	0
10233102001	0	0
10233102001	0	0
10233103001	0	0
10233103001	0	0
10233103001	0	0
10233103001	0	0
10233103002	0	0
10233103002	0	0
10233103002	0	0
10233103002	0	0
10233104001	0	0
10233104001	0	0
10233104001	0	0
10233104001	0	0
10233104002	0	0
10233104002	0	0
10233104002	0	0
10233104002	0	0
10233105001	0	0
10233105001	0	0
10233105001	0	0
10233105001	0	0
10233105002	0	0
10233105002	0	0
10233105002	0	0
10233105002	0	0
10233106001	0	0
10233106001	0	0
10233106001	0	0
10233106001	0	0
10233106002	0	0
10233106002	0	0
10233106002	0	0
10233106002	0	0
10233107001	0	0
10233107001	0	0
10233107001	0	0
10233107001	0	0
10233108001	0	0
10233108001	0	0
10233108001	0	0
10233108001	0	0
10233108002	0	0
10233108002	0	0
10233108002	0	0
10233109001	0	0
10233109001	0	0
10233109001	0	0
10233109001	0	0
10233109002	0	0
10233109002	0	0
10233110001	0	0
10233110001	0	0
10233110001	0	0
10233110001	0	0
10233110002	0	0
10233110002	0	0
10233110002	0	0
10233110002	0	0
10233111001	0	0
10233111001	0	0
10233111001	0	0
10233111001	0	0
10233112001	0	0
10233112001	0	0
10233112001	0	0
10233112001	0	0
10233112002	0	0
10233112002	0	0
10233112002	0	0
10233112002	0	0
10233113001	0	0
10233113001	0	0
10233113001	0	0
10233113001	1	1
10233113002	0	0
10233113002	0	0
10233113002	0	0
10233113002	0	0
10233114001	0	0
10233114001	0	0
10233114001	0	0
10233114001	0	0
10233115001	0	0
10233115001	0	0
10233115001	0	0
10233115001	0	0
10233115002	0	0
10233115002	0	0
10233115002	0	0
10233115002	0	0
10233116001	0	0
10233116001	0	0
10233116001	0	0
10233116002	0	0
10233116002	0	0
10233116002	0	0
10233117001	0	0
10233117001	0	0
10233117001	0	0
10233117001	0	0
10233117002	0	0
10233117002	0	0
10233117002	0	0
10233117002	0	0
10233118001	0	0
10233118001	0	0
10233118001	0	0
10233118001	0	0
10233118002	0	0
10233118002	0	0
10233118002	0	0
10233118002	0	0
10233119001	0	0
10233119001	0	0
10233119001	0	0
10233119001	0	0
10233119002	0	0
10233119002	0	0
10233119002	0	0
10233119002	0	0
10233120001	0	0
10233120001	0	0
10233120001	0	0
10233120001	0	0
10233121001	0	0
10233121001	0	0
10233121001	0	0
10233121001	0	0
10233121002	0	0
10233121002	0	0
10233121002	0	0
10233122001	0	0
10233122001	0	0
10233122001	0	0
10233122001	0	0
10233123001	0	0
10233123001	0	0
10233123001	0	0
10233123001	0	0
10233123002	0	0
10233123002	0	0
10233123002	0	0
10233123002	0	0
10233124001	0	0
10233124001	0	0
10233124001	0	0
10233124001	0	0
10233124002	0	0
10233124002	0	0
10233124002	0	0
10233124002	0	0
10233125001	0	0
10233125001	0	0
10233125001	0	0
10233125001	0	0
10233126001	0	0
10233126001	1	3
10233126001	1	3
10233126002	0	0
10233126002	0	0
10233126002	0	0
10233127001	0	0
10233127001	0	0
10233127001	0	0
10233127002	0	0
10233127002	0	0
10233127002	0	0
10233128001	0	0
10233128001	0	0
10233128001	0	0
10233128002	0	0
10233128002	0	0
10233129001	0	0
10233129001	0	0
10233129001	0	0
10233129002	0	0
10233129002	0	0
10233129002	0	0
10233130001	0	0
10233130001	0	0
10233130001	0	0
10233130002	0	0
10233130002	0	0
10233130002	0	0
10233131001	0	0
10233131001	0	0
10233131001	0	0
10233131002	0	0
10233131002	0	0
10233131002	0	0
10233132001	0	0
10233132001	0	0
10233132001	0	0
10233132002	0	0
10233132002	0	0
10233132002	0	0
10233133001	0	0
10233133001	0	0
10233133001	0	0
10233133002	0	0
10233133002	0	0
10233133002	1	3
10233134002	0	0
10233134002	0	0
10233134002	0	0
10233134003	0	0
10233134003	0	0
10233135001	0	0
10233135001	0	0
10233135001	0	0
10233135002	0	0
10233135002	0	0
10233135002	0	0
10233136001	0	0
10233136001	0	0
10233136001	0	0
10233136002	0	0
10233136002	0	0
10233136002	0	0
10233201001	0	0
10233201001	0	0
10233201001	0	0
10233201001	0	0
10233201002	0	0
10233201002	0	0
10233201002	0	0
10233201002	0	0
10233202001	0	0
10233202001	0	0
10233202001	0	0
10233202001	0	0
10233203001	0	0
10233203001	0	0
10233204001	0	0
10233204001	0	0
10233204001	0	0
10233204001	0	0
10233204002	0	0
10233204002	0	0
10233204002	0	0
10233204002	0	0
10233205001	0	0
10233205001	0	0
10233205001	0	0
10233205001	0	0
10233206001	0	0
10233206001	0	0
10233207001	0	0
10233207001	0	0
10233207001	0	0
10233207001	0	0
10233207002	0	0
10233207002	0	0
10233207002	0	0
10233207002	0	0
10233208001	0	0
10233208001	0	0
10233208001	0	0
10233208001	0	0
10233208002	0	0
10233208002	0	0
10233208002	0	0
10233209001	0	0
10233209001	0	0
10233209001	0	0
10233209001	0	0
10233209002	0	0
10233209002	0	0
10233209002	0	0
10233209002	0	0
10233210001	0	0
10233210001	0	0
